date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:43:58	2048/2048	---M--	200	added ('OK')	image/png	etag:%223d27f899d81bbac10caadf6557cdd67d%22	http://theme.hstatic.net/200000551679/1001345525/14/winfbrandcimg11.png?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/winfbrandcimg11069c.png	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:43:58	2270/2270	---M--	200	added ('OK')	image/png	etag:%22ea03e7845f80dd4892464434f22641d4%22	http://theme.hstatic.net/200000551679/1001345525/14/winfbrandcimg12.png?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/winfbrandcimg12069c.png	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:43:59	551/551	---M--	200	added ('OK')	image/png	etag:%2218b0ca2153bb3861e1c98e116364bc59%22	http://theme.hstatic.net/200000551679/1001345525/14/phone-icon.png?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/phone-icon069c.png	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:43:59	459/459	---M--	200	added ('OK')	image/png	etag:%22872830620d0080f24bb562bbcfde08cf%22	http://theme.hstatic.net/200000551679/1001345525/14/account-icon.png?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/account-icon069c.png	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:43:59	548/548	---M--	200	added ('OK')	image/png	etag:%2291d8a2248a7d77defea2ee42aa523001%22	http://theme.hstatic.net/200000551679/1001345525/14/cart-icon.png?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/cart-icon069c.png	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:44:05	262578/262578	---MCZ	200	added ('OK')	text/html	etag:W/%220f4877753106435fa60b61715a185cdd%22	https://sammishop.com/pages/he-thong-cua-hang	D:/MyProject/clone/copy/sammishop.com/pages/he-thong-cua-hang.html	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:44:42	233139/233139	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2018:21:35%20GMT	http://file.hstatic.net/200000551679/file/sammigo_1h_ha_noi__2__f9b493051d154fb49174e36e5d0ab27c_2048x2048.jpg	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/sammigo_1h_ha_noi__2__f9b493051d154fb49174e36e5d0ab27c_2048x2048.jpg	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:45:09	169318/169318	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2018:22:15%20GMT	http://file.hstatic.net/200000551679/file/sammigo_1h_ha_noi__1__c0ad9aeb3ddd46388f4f72c657187994_2048x2048.jpg	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/sammigo_1h_ha_noi__1__c0ad9aeb3ddd46388f4f72c657187994_2048x2048.jpg	(from https://sammishop.com/pages/giao-hang-sieu-toc-1h)
01:45:09	1729536/1729536	---M--	200	added ('OK')	image/jpeg	etag:%22852a4933711c4bb176578fd114875ffb%22	http://theme.hstatic.net/200000551679/1001345525/14/page_ld_banner1_bg.jpg?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/page_ld_banner1_bg069c.jpg	(from http://theme.hstatic.net/200000551679/1001345525/14/style-landing.scss.css?v=1469)
01:45:10	1740805/1740805	---M--	200	added ('OK')	image/jpeg	etag:%22b85ff8dcfa6eaaf3c6886a0ed6173f47%22	http://theme.hstatic.net/200000551679/1001345525/14/page_ld_banner2_bg.jpg?v=1469	D:/MyProject/clone/copy/theme.hstatic.net/200000551679/1001345525/14/page_ld_banner2_bg069c.jpg	(from http://theme.hstatic.net/200000551679/1001345525/14/style-landing.scss.css?v=1469)
01:45:26	1266921/1266921	---M--	200	added ('OK')	image/png	etag:%226fe65cd9369a1ef3a42ff656bbd2cf2c%22	https://file.hstatic.net/200000551679/file/popup_qua_tang_aed83dff32024238bb8d77c992c80871.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/popup_qua_tang_aed83dff32024238bb8d77c992c80871.png	(from http://theme.hstatic.net/200000551679/1001345525/14/abc.scss.css?v=1469)
01:46:12	283926/283926	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2017:53:18%20GMT	http://cdn.hstatic.net/200000551679/file/untitled-7-02_2__634618ba77e04b3f95b5bfb7fb65ceba_2048x2048.jpg	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/untitled-7-02_2__634618ba77e04b3f95b5bfb7fb65ceba_2048x2048.jpg	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:46:12	368866/368866	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2018:20:29%20GMT	http://file.hstatic.net/200000551679/file/sammi_beauty_club_-a4__3__page-0001_184453509f384946b725f2708091c737_2048x2048.jpg	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/sammi_beauty_club_-a4__3__page-0001_184453509f384946b725f2708091c737_2048x2048.jpg	(from https://sammishop.com/pages/chinh-sach-tich-luy-diem)
01:46:35	143598/143598	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jun%202026%2010:10:44%20GMT	http://cdn.hstatic.net/200000551679/file/untitled-7-03_2__a9e2d5e4be9a415faf5f2cfe05d9b98f_2048x2048.jpg	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/untitled-7-03_2__a9e2d5e4be9a415faf5f2cfe05d9b98f_2048x2048.jpg	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:46:56	630193/630193	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:20:34%20GMT	http://file.hstatic.net/200000551679/file/_hinh_anh__chinh_sach_tich_diem_2024-01_df59abfbbcc5487c90e98cba249a7811_2048x2048.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/_hinh_anh__chinh_sach_tich_diem_2024-01_df59abfbbcc5487c90e98cba249a7811_2048x2048.png	(from https://sammishop.com/pages/chinh-sach-tich-luy-diem)
01:47:22	161539/161539	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2017:54:05%20GMT	http://file.hstatic.net/200000551679/file/profile_sammi_-_vincom-04_cb4903767f5b4837bb1c8041fd68cdc4_2048x2048.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/profile_sammi_-_vincom-04_cb4903767f5b4837bb1c8041fd68cdc4_2048x2048.png	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:48:37	1247199/1247199	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2017:53:17%20GMT	http://file.hstatic.net/200000551679/file/profile_sammi_-_vincom_1-01_a74fa9d789cf465ea0d9fb5b8b3dc576_2048x2048.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/profile_sammi_-_vincom_1-01_a74fa9d789cf465ea0d9fb5b8b3dc576_2048x2048.png	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:49:12	1108893/1108893	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2017:53:47%20GMT	http://file.hstatic.net/200000551679/file/profile_sammi_-_vincom01-07_c043fedbb97346c4877d4f2480fd0466_2048x2048.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/profile_sammi_-_vincom01-07_c043fedbb97346c4877d4f2480fd0466_2048x2048.png	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:50:43	1209231/1209231	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Jun%202026%2007:49:25%20GMT	http://cdn.hstatic.net/200000551679/file/2_862f40cd83d243d9b52f8f2914ba2cbd_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/2_862f40cd83d243d9b52f8f2914ba2cbd_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
01:51:21	1760417/1760417	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2017:54:01%20GMT	http://file.hstatic.net/200000551679/file/profile_sammi_-_vincom-05_7317545709434f3285f9cda36a533669_2048x2048.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/profile_sammi_-_vincom-05_7317545709434f3285f9cda36a533669_2048x2048.png	(from https://sammishop.com/pages/cau-chuyen-thuong-hieu)
01:54:03	2018002/2018002	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2007:00:17%20GMT	http://cdn.hstatic.net/200000551679/file/4_1708d20b841c4d20ae490c097dc3b53d_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/4_1708d20b841c4d20ae490c097dc3b53d_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
01:55:52	2468048/2468048	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Jun%202026%2007:49:26%20GMT	http://cdn.hstatic.net/200000551679/file/5_b56b11b6037044c58216a21ddf0bc8d1_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/5_b56b11b6037044c58216a21ddf0bc8d1_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
01:56:44	2229573/2229573	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jun%202026%2002:05:51%20GMT	http://cdn.hstatic.net/200000551679/file/6_bc72084d4f514b268f97e21a31f84924_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/6_bc72084d4f514b268f97e21a31f84924_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
01:57:11	2162581/2162581	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202026%2001:39:10%20GMT	http://cdn.hstatic.net/200000551679/file/7_272a7ed283c4400187508254dea49600_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/7_272a7ed283c4400187508254dea49600_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
01:59:06	1197652/1197652	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jun%202026%2002:31:58%20GMT	http://cdn.hstatic.net/200000551679/file/9_5cdf34503e4a45bb887646afd90f6b45_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/9_5cdf34503e4a45bb887646afd90f6b45_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:00:03	2225223/2225223	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202026%2013:22:18%20GMT	http://cdn.hstatic.net/200000551679/file/8_9ffde72dd5d244a0a106d31f49c600ce_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/8_9ffde72dd5d244a0a106d31f49c600ce_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:01:00	704162/704162	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Jun%202026%2007:49:26%20GMT	http://cdn.hstatic.net/200000551679/file/12_d9cd1b00f72b497c84645efe20fd37db_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/12_d9cd1b00f72b497c84645efe20fd37db_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:02:06	1824720/1824720	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:05:31%20GMT	http://cdn.hstatic.net/200000551679/file/11_68ccb902be774902b0bf67de03d30164_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/11_68ccb902be774902b0bf67de03d30164_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:02:45	2235214/2235214	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202026%2013:22:18%20GMT	http://cdn.hstatic.net/200000551679/file/10_15bf17a7cb9343099b09b7ea0028e7e6_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/10_15bf17a7cb9343099b09b7ea0028e7e6_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:04:13	1192450/1192450	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202026%2005:31:10%20GMT	http://cdn.hstatic.net/200000551679/file/14_18193af0a9ac47c08cae412f3473d42a_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/14_18193af0a9ac47c08cae412f3473d42a_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:04:18	1570687/1570687	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:08:22%20GMT	http://cdn.hstatic.net/200000551679/file/13_20bb75bb2b8440ed9b7e466e6ea1addc_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/13_20bb75bb2b8440ed9b7e466e6ea1addc_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:05:02	1086280/1086280	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202026%2005:31:10%20GMT	http://cdn.hstatic.net/200000551679/file/15_6d24fe3be755437d950a26bbfd159217_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/15_6d24fe3be755437d950a26bbfd159217_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:07:09	1058837/1058837	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202026%2005:31:10%20GMT	http://cdn.hstatic.net/200000551679/file/18_4e8b0305e5ab4d4085338f4b9300e9b1_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/18_4e8b0305e5ab4d4085338f4b9300e9b1_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:07:38	1809264/1809264	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202026%2002:52:04%20GMT	http://cdn.hstatic.net/200000551679/file/16_f132d76842be490495b99228ce05f82d_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/16_f132d76842be490495b99228ce05f82d_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:09:11	1537094/1537094	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202026%2013:22:18%20GMT	http://cdn.hstatic.net/200000551679/file/19_8096f184637a4202a0fa70b8e2ed742f_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/19_8096f184637a4202a0fa70b8e2ed742f_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:09:56	849252/849252	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Jun%202026%2007:49:26%20GMT	http://cdn.hstatic.net/200000551679/file/21_09bf5617d8964659817e903ae54a0b4e_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/21_09bf5617d8964659817e903ae54a0b4e_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:10:44	1326707/1326707	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202026%2013:22:18%20GMT	http://cdn.hstatic.net/200000551679/file/20_cb5fddd2563f4c95943d95d787ebc4ed_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/20_cb5fddd2563f4c95943d95d787ebc4ed_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:10:59	76864/76864	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:19:04%20GMT	http://file.hstatic.net/200000551679/file/screenshot_6_577e73e510af40b9ab1db163839fea1b_1024x1024.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/screenshot_6_577e73e510af40b9ab1db163839fea1b_1024x1024.png	(from https://sammishop.com/pages/huong-dan-mua-hang)
02:11:01	13126/13126	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:19:20%20GMT	http://file.hstatic.net/200000551679/file/thanh_toan_5f65da41cec44491a38a9586ba4e80ff_master.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/thanh_toan_5f65da41cec44491a38a9586ba4e80ff_master.png	(from https://sammishop.com/pages/huong-dan-mua-hang)
02:11:53	300140/300140	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:19:29%20GMT	http://file.hstatic.net/200000551679/file/chinh-sach-doi-tra-01_f0a53f4db91e407687e07d5900b4255f_master.png	D:/MyProject/clone/copy/file.hstatic.net/200000551679/file/chinh-sach-doi-tra-01_f0a53f4db91e407687e07d5900b4255f_master.png	(from https://sammishop.com/pages/chinh-sach-doi-tra)
02:12:17	917476/917476	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202026%2005:31:10%20GMT	http://cdn.hstatic.net/200000551679/file/24_1__e490736fc5d94636b24ab175dd9205cf_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/24_1__e490736fc5d94636b24ab175dd9205cf_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:12:51	3460821/3460821	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:12:02%20GMT	http://cdn.hstatic.net/200000551679/file/17_0997138fca314ddda8653a6909fee478_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/17_0997138fca314ddda8653a6909fee478_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:13:16	2223094/2223094	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2018:17:03%20GMT	http://cdn.hstatic.net/200000551679/file/23_aee60ab051ad4af8a4c3d63ea7d2f3f0_2048x2048.png	D:/MyProject/clone/copy/cdn.hstatic.net/200000551679/file/23_aee60ab051ad4af8a4c3d63ea7d2f3f0_2048x2048.png	(from https://sammishop.com/pages/chung-nhan-dai-ly-chinh-hang)
02:13:16	0/-1	---M--	500	error ('')			https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	D:/MyProject/clone/copy/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.html	(from https://sammishop.com/pages/deal-sieu-hot)
02:13:16	0/-1	---M--	500	error ('')			https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	D:/MyProject/clone/copy/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.html	(from https://sammishop.com/pages/deal-sieu-hot)
